"ID","教材","単元","地域","質問","正答","誤答1","誤答2","誤答3","誤答4","誤答5","第1巡","第2巡","処置"
"first-256","小4前期","11","北海道","北海道の道庁所在地はどこですか。","札幌市","仙台市","新潟市","横浜市","松山市","高松市","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-257","小4前期","11","北海道","北海道の住宅で寒さを防ぐため窓を二重にする工夫を何といいますか。","二重窓","天窓","出窓","雨戸","一重窓","内窓","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-258","小4前期","11","北海道","北海道の住宅で雪が落ちにくいようにした平らな屋根を何といいますか。","無落雪屋根","急勾配屋根","かやぶき屋根","赤瓦屋根","陸屋根","切妻屋根","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-259","小4前期","11","北海道","北海道東部に夏の冷害をもたらす冷たく湿った北東風を何といいますか。","やませ","季節風","海風","陸風","偏西風","フェーン","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-260","小4前期","11","北海道","北海道で広い土地を利用して乳牛を飼う農業を何といいますか。","酪農","畑作","稲作","果樹栽培","近郊農業","施設園芸","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-261","小4前期","11","北海道","北海道で広い農地に小麦・じゃがいも・てんさいなどを作る農業を何といいますか。","畑作","酪農","稲作","促成栽培","輪作","二毛作","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-262","小4前期","11","北海道","同じ土地で毎年作る作物を変える方法を何といいますか。","輪作","連作","二毛作","促成栽培","稲作","畑作","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-263","小4前期","11","北海道","北海道東部に夏に発生しやすい濃い霧を何といいますか。","海霧","放射霧","蒸気霧","滑昇霧","前線霧","盆地霧","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-264","小4前期","11","北海道","北海道の農家一戸あたりの農地面積について正しいものはどれですか。","本州より広い","本州より狭い","本州と必ず同じ","農地を持たない","全国平均より狭い","都市部と同じ","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-265","小4前期","11","北海道","北海道は日本の国土面積のおよそ何分の1を占めますか。","約5分の1","約10分の1","約3分の1","約2分の1","約4分の1","約6分の1","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-266","小4前期","11","北海道","北海道が受ける梅雨の影響について正しいものはどれですか。","本州より小さい","本州より大きい","本州と必ず同じ","一年中続く","沖縄より大きい","毎年長期間続く","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-267","小4前期","11","北海道","北海道と東京の冬の平均気温を比べた説明として正しいものはどれですか。","北海道の方が低い","東京の方が低い","必ず同じ","どちらも毎日0度である","北海道の方が高い","季節によって必ず逆になる","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-268","小4前期","11","北海道","北海道東部で夏に海霧が続くと、農作物にどのような被害が起こりやすくなりますか。","日照不足や低温による冷害","高温による干ばつ","台風による塩害","大雪による雪害","長雨による水害","強風による倒伏被害","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-269","小4前期","11","北海道","北海道の住宅の玄関を二重にする主な目的は何ですか。","冷たい空気が室内に入るのを防ぐため","雪を室内に取り込むため","日差しを強くするため","風通しをよくするため","室内の熱を逃がさないため","保温するため","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-270","小4前期","11","北海道","北海道の住宅で窓を二重にする主な目的は何ですか。","室内の熱を逃がさないため","雪を窓から入れるため","風を強く通すため","日光を完全に遮るため","外の熱を室内へ入れるため","窓を凍らせるため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-271","小4前期","11","北海道","北海道で水道管が地中深くに埋められるのはなぜですか。","凍結を防ぐため","水温を高くするため","工事を簡単にするため","雪どけ水を集めるため","水道管を見つけやすくするため","水圧を高めるため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-272","小4前期","11","北海道","北海道の道路脇に設置され吹雪のとき道路の位置を示す矢印を何といいますか。","視線誘導標","道路境界標","信号機","道路標識","消雪パイプ","温風式消雪施設","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-273","小4前期","11","北海道","道路上の雪を風で飛ばし視界を悪くする現象を何といいますか。","地吹雪","雪崩","吹雪","降霜","消雪パイプ","温風式消雪施設","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-274","小4前期","11","北海道","北海道で道路への雪の吹き込みを防ぐ柵を何といいますか。","防雪柵","雪崩防止柵","防風林","ガードレール","ロードヒーティング","消雪パイプ","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-275","小4前期","11","北海道","北海道の畑作でてんさいは何の原料になりますか。","砂糖","でんぷん","食用油","小麦粉","みそ","しょうゆ","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-276","小4前期","11","北海道","北海道で生産されるじゃがいもの利用法として正しいものはどれですか。","でんぷんの原料にする","砂糖の原料だけにする","木材の代わりにする","鉄の原料にする","綿糸の原料にする","ガラスの原料にする","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-277","小4前期","11","北海道","北海道で乳牛からしぼった生乳を加工して作る製品を1つ答えなさい。","バター","みそ","しょうゆ","豆腐","チーズ","ヨーグルト","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-278","小4前期","11","北海道","輪作を行う主な目的は何ですか。","同じ作物を続けて作ることによる土地の力の低下を防ぐため","一年中同じ作物だけを作るため","農地を住宅地に変えるため","収穫を毎年一回減らすため","土の養分を一種類だけ使うため","病害虫を増やすため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-279","小4前期","11","北海道","北海道の農業の特徴として正しいものはどれですか。","広い農地で大型機械を使う","狭い屋内だけで行う","大型機械をまったく使わない","すべて手作業だけで行う","小さな農地だけを使う","農業用機械を使わない","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-280","小4前期","11","北海道","北海道の根釧台地で盛んな農業は何ですか。","酪農","畑作","稲作","果樹栽培","促成栽培","りんご","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-281","小4前期","11","北海道","十勝平野で盛んな代表的な農業は何ですか。","畑作","酪農","稲作","近郊農業","二毛作","輪作","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-282","小4前期","11","北海道","北海道の先住民族を何といいますか。","アイヌ民族","大和民族","琉球民族","マオリ民族","イヌイット","サーミ民族","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-283","小4前期","12","日本海側","日本海側に大雪をもたらす冬の季節風は、主にどこから吹いてきますか。","シベリア大陸","太平洋の南","オーストラリア大陸","赤道付近","日本列島の東","沖縄の南","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-284","小4前期","12","新潟県","新潟県の県庁所在地はどこですか。","新潟市","仙台市","札幌市","横浜市","松山市","高松市","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-285","小4前期","12","雪国","道路に水をまいて雪をとかす設備を何といいますか。","消雪パイプ","ロードヒーティング","温風式消雪施設","流雪溝","除雪車","融雪装置","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-286","小4前期","12","雪国","道路の下に熱を通して雪をとかす仕組みを何といいますか。","ロードヒーティング","温風式消雪施設","消雪パイプ","雪崩防止柵","流雪溝","除雪車","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-287","小4前期","12","雪国","道路脇から温かい空気を出して雪をとかす設備を何といいますか。","温風式消雪施設","消雪パイプ","雪崩防止柵","ロードヒーティング","除雪施設","融雪施設","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-288","小4前期","12","雪国","道路の雪を除くために使われる大型車両を何といいますか。","除雪車","散水車","消防車","清掃車","消雪パイプ","温風式消雪施設","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-289","小4前期","12","雪国","屋根の雪を自然に落としやすくするため屋根の傾きを急にする工夫を何といいますか。","急勾配の屋根","無落雪屋根","陸屋根","赤瓦屋根","消雪パイプ","ロードヒーティング","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-290","小4前期","12","雪国","雪の重みで家がつぶれないよう屋根の雪を取り除く作業を何といいますか。","雪下ろし","除雪","排雪","雪囲い","消雪パイプ","ロードヒーティング","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-291","小4前期","12","雪国","雪を利用して野菜などを低温で保存する施設を何といいますか。","雪室","冷蔵倉庫","氷室","地下貯蔵庫","低温倉庫","保冷庫","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-292","小4前期","12","新潟県","日本海側で冬に雪が多くなるのは季節風がどの山地にぶつかるためですか。","越後山脈","奥羽山脈","木曽山脈","赤石山脈","飛騨山脈","日高山脈","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-293","小4前期","12","日本海側","日本海側の山地で冬に大雪が降る地域を何といいますか。","豪雪地帯","多雪地帯","乾燥地帯","台風常襲地帯","少雪地帯","温暖地帯","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-294","小4前期","12","新潟県","新潟県などの山間部では積雪が何mを超えることがありますか。","3m","0.3m","1m","10m","20m","5m","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-295","小4前期","12","雪国","雪が降り積もった量を何といいますか。","積雪量","降水量","降雪量","積雪日数","降雪日数","最深積雪","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-296","小4前期","12","雪国","雪国の住宅で1階部分を高く造る主な理由は何ですか。","積雪で出入り口がふさがれるのを防ぐため","屋根から雪を落としやすくするため","地下水をくみ上げるため","冷気を室内に入れるため","冬でも水温が比較的高く雪をとかせるから","同じ国や島で日付が分かれないようにするため","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-297","小4前期","12","雪国","雪国で道路の端に設けられた水路を何といいますか。","流雪溝","用水路","排水路","側溝","消雪パイプ","ロードヒーティング","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-298","小4前期","12","雪国","流雪溝は何を流して雪を運びますか。","水","空気","砂","油","お湯","雪","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-299","小4前期","12","雪国","雪国で道路の位置を示すため道路上に設ける赤白の矢印を何といいますか。","道路境界標","視線誘導標","信号機","道路案内標識","消雪パイプ","ロードヒーティング","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-300","小4前期","12","新潟県","雪国で歩行者が雪を避けて歩ける屋根付きの通路を何といいますか。","雁木","アーケード","地下道","歩道橋","ロードヒーティング","消雪パイプ","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-301","小4前期","12","雪国","ロータリー除雪車の働きとして正しいものはどれですか。","雪を道路脇へ吹き飛ばす","道路に雪を積み上げる","地下水を飲み水にする","屋根の雪だけをとかす","雪を道路中央へ集める","道路に水をまく","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-302","小4前期","12","雪国","雪崩の発生を防ぐため斜面に設置する施設を何といいますか。","雪崩防止柵","防雪柵","砂防ダム","防潮堤","落石防止柵","雪崩予防柵","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-303","小4前期","12","雪国","雪国で雪を冷熱源として農産物を保存する仕組みを何といいますか。","雪中貯蔵","冷蔵保存","常温保存","乾燥保存","冷凍保存","氷温保存","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-304","小4前期","12","雪国","雪室の特徴として正しいものはどれですか。","少ない電力で低温を保てる","室温を高温に保つ","雪を使わず冷やす","農産物を乾燥させるだけである","大量の電力で加熱する","一年中高温にする","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-305","小4前期","12","新潟県","新潟県の豪雪地帯で雪どけ水は何に利用されますか。","農業用水","工業用水","生活用水","水力発電","消雪用水","上水道","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-306","小4前期","12","雪国","雪国で冬の交通を守るため道路の雪を取り除く作業を何といいますか。","除雪","排雪","雪下ろし","融雪","消雪パイプ","温風式消雪施設","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-307","小4前期","12","雪国","雪国で屋根に雪が積もりにくくするため屋根を急にすることを何といいますか。","急勾配屋根","無落雪屋根","陸屋根","赤瓦屋根","消雪パイプ","ロードヒーティング","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-308","小4前期","12","日本海側","北西の季節風は日本海を渡る間に何を多く含みますか。","水蒸気","砂ぼこり","火山灰","乾いた土","冷たい空気","黄砂","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-309","小4前期","12","日本海側","日本海から来た季節風が山地にぶつかって上昇すると何を降らせますか。","雪","火山灰","黄砂","ひょうだけ","雨だけ","霧だけ","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-310","小4前期","12","雪国","雪国で雪を生かした取り組みはどれですか。","スキーなどの観光に利用する","雪をすべて海へ捨てる","冬は観光を全面的にやめる","雪を農地に入れないようにする","雪室で農産物を保存する","雪まつりを開く","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-311","小4前期","13","日本","川が山地から平地へ出た所に土砂がたまってできる扇形の地形を何といいますか。","扇状地","三角州","盆地","輪中","後背湿地","地形図","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-312","小4前期","13","日本","川の下流に土砂がたまってできる三角形の地形を何といいますか。","三角州","扇状地","盆地","輪中","地形図","後背湿地","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-313","小4前期","13","日本","川の流れに沿って土砂がたまり周囲より高くなった地形を何といいますか。","自然堤防","後背湿地","三角州","扇状地","盆地","輪中","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-314","小4前期","13","日本","自然堤防の背後に広がる水はけの悪い低地を何といいますか。","後背湿地","自然堤防","三角州","扇状地","排水機場","輪中","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-315","小4前期","13","日本","土地が川や海の水面より低い地域を何といいますか。","海抜ゼロメートル地帯","後背湿地","自然堤防","三角州","海岸低地","干拓地","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-316","小4前期","13","濃尾平野","川に囲まれ堤防で守られた低い土地を何といいますか。","輪中","盆地","高原","三角州","扇状地","後背湿地","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-317","小4前期","13","濃尾平野","輪中の集落で洪水時の避難や食料保存のために建てた高い建物を何といいますか。","水屋","母屋","高床倉庫","蔵","避難小屋","水防倉庫","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-318","小4前期","13","濃尾平野","輪中で水害から集落や田畑を守るため周囲に築いたものは何ですか。","堤防","排水機場","水屋","水門","防潮堤","防風林","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-319","小4前期","13","低地","低地の水を川へくみ出す施設を何といいますか。","排水機場","浄水場","発電所","取水口","ポンプ場","揚水機場","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-320","小4前期","13","濃尾平野","濃尾平野を流れる代表的な3つの川をまとめて何といいますか。","木曽三川","利根川・荒川・多摩川","北上川・阿武隈川・最上川","信濃川・阿賀野川・関川","淀川・大和川・紀の川","吉野川・四万十川・仁淀川","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-321","小4前期","13","日本","川が山地から平地へ出ると流れはどうなりますか。","遅くなる","速くなる","完全に止まる","必ず逆流する","一定になる","非常に速くなる","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-322","小4前期","13","日本","川の流れが遅くなると運ばれてきた土砂はどうなりますか。","積もりやすくなる","運ばれやすくなる","すべて水に溶ける","空へ舞い上がる","流れに逆らって上る","消えてなくなる","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-323","小4前期","13","日本","扇状地の中央部の水はけについて正しいものはどれですか。","水はけがよい","水はけが悪い","一年中水没する","海水が満ち引きする","地下水がまったくない","土が常に凍る","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-324","小4前期","13","日本","扇状地の端で地下水が地表へわき出る場所を何といいますか。","湧水帯","伏流水帯","後背湿地","自然堤防","地下水帯","湧水地","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-325","小4前期","13","日本","扇状地では水はけのよさを利用して何の栽培が盛んですか。","果樹栽培","稲作","酪農","施設園芸","促成栽培","高原野菜栽培","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-326","小4前期","13","日本","三角州は川の上流と河口のどちらにできますか。","河口","上流","山頂","分水界","ほぼ同じ","どちらともいえない","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-327","小4前期","13","日本","三角州の水はけについて正しいものはどれですか。","水はけが悪い","水はけがよい","一年中乾燥している","海水だけが流れる","地下水がまったくない","土が常に凍る","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-328","小4前期","13","日本","自然堤防の上には周囲より高く水害を受けにくいため何が発達しましたか。","集落","牧場","漁港","工場","住宅地","商店街","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-329","小4前期","13","日本","後背湿地は水田と畑のどちらに利用されることが多いですか。","水田","果樹園","牧場","茶畑","ほぼ同じ","どちらともいえない","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-330","小4前期","13","低地","海抜ゼロメートル地帯の災害リスクについて正しいものはどれですか。","洪水や高潮の危険が高い","洪水の危険がない","津波だけを完全に防げる","標高が高いため水害がない","高潮の危険がない","排水設備が不要である","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-331","小4前期","13","濃尾平野","輪中が多く見られる平野を何といいますか。","濃尾平野","関東平野","石狩平野","筑紫平野","八代平野","宮崎平野","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-332","小4前期","13","濃尾平野","木曽三川を構成する川を1つ答えなさい。","木曽川","信濃川","利根川","吉野川","揖斐川","長良川","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-333","小4前期","13","濃尾平野","木曽三川のうち最も西側を流れる川を何といいますか。","揖斐川","木曽川","長良川","信濃川","吉野川","利根川","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-334","小4前期","13","低地","低地で洪水を防ぐため川の流れを分けたり直線化したりする工事を何といいますか。","河川改修","土地改良","区画整理","干拓","治山工事","砂防工事","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-335","小4前期","13","低地","低地の堤防が切れて水が流れ込む災害を何といいますか。","洪水","高潮","津波","土石流","内水氾濫","地すべり","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-336","小4前期","13","低地","排水機場では低地にたまった水をポンプでどこへ出しますか。","川","山地","道路","住宅地","海","用水路","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-337","小4前期","13","日本","ハザードマップは災害の危険が予想される場所や何を示しますか。","避難場所","県庁所在地","農産物の産地","鉄道路線だけ","避難経路","災害の種類","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-338","小4前期","13","低地","低地で土地をかさ上げする主な目的は何ですか。","水害を防ぐため","地下水を増やすため","川の流れを速くするため","農地を低くするため","日当たりをよくするため","風通しをよくするため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-339","小4前期","14","日本","日本列島の東側にある深さ200mくらいまでの浅い海底を何といいますか。","大陸棚","陸繋島","潮目","砂丘","黒潮","親潮","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-340","小4前期","14","日本","海岸線の出入りが複雑で湾や岬が多い海岸を何といいますか。","リアス海岸","岩石海岸","砂浜海岸","サンゴ礁海岸","隆起海岸","沈水海岸","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-341","小4前期","14","日本","リアス海岸は波がおだやかな入り江が多いため何に適していますか。","養殖業","沖合漁業","遠洋漁業","沿岸漁業","海水浴","海上輸送","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-342","小4前期","14","三陸海岸","三陸海岸で盛んな、長い葉を持つ海藻の養殖は何ですか。","わかめの養殖","かきの養殖","ほたての養殖","うなぎの養殖","のりの養殖","真珠の養殖","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-343","小4前期","14","千葉県","九十九里浜の砂浜は、主に何が堆積してできましたか。","砂","火山灰","溶岩","氷河","小石","貝殻","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-344","小4前期","14","千葉県","九十九里浜の海岸線の長さはおよそ何kmですか。","約66km","約20km","約100km","約200km","約3500km","1km","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-345","小4前期","14","日本","離れた2つの島や半島を砂州がつないでできる地形を何といいますか。","陸繋島","大陸棚","潮目","砂丘","砂州","潟湖","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-346","小4前期","14","日本","海水浴場や観光地として利用されやすい海岸は岩石海岸と砂浜海岸のどちらですか。","砂浜海岸","岩石海岸","リアス海岸","隆起海岸","ほぼ同じ","どちらともいえない","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-347","小4前期","14","三陸海岸","リアス海岸の湾口に設け津波の被害を減らす施設を何といいますか。","防波堤","輪中堤","防潮堤","霞堤","堤防","スーパー堤防","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-348","小4前期","14","千葉県","九十九里浜がある都道府県はどこですか。","千葉県","京都府","兵庫県","北海道","長野県","奈良県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-349","小4前期","14","日本","日本の海岸線の長さは約何kmですか。","約3万5000km","約3500km","約1万km","約10万km","約66km","1km","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-350","小4前期","14","日本","日本の海岸線が長い主な理由は何ですか。","島が多く海岸線の出入りが複雑だから","国土が一つの大陸だけでできているから","海岸がすべて直線だから","川がまったくないから","島が一つしかないから","湾や岬が少ないから","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-351","小4前期","14","日本","砂浜海岸の海岸線には、どのような形が多く見られますか。","比較的直線的な形","細かな湾と岬が連続する形","切り立った崖だけの形","島が砂州でつながる形だけ","入り江が非常に多い形","複雑に入り組んだ形","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-352","小4前期","14","日本","岩が海にせり出し崖が続く海岸を何といいますか。","岩石海岸","砂浜海岸","沈水海岸","離水海岸","リアス海岸","隆起海岸","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-353","小4前期","14","日本","大陸棚は一般に水深約何mまでの浅い海底ですか。","約200m","約50m","約500m","約2000m","10m","500m","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-354","小4前期","14","日本","暖流と寒流がぶつかる海域を何といいますか。","潮目","砂丘","大陸棚","陸繋島","海溝","大洋底","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-355","小4前期","14","日本","潮目では魚が集まりやすいため何が盛んですか。","漁業","林業","畑作","酪農","遠洋漁業","沖合漁業","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-356","小4前期","14","日本","日本の太平洋側を北上する暖流を何といいますか。","黒潮","親潮","対馬海流","リマン海流","日本海流","千島海流","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-357","小4前期","14","日本","日本の北東海域を南下する寒流を何といいますか。","親潮","黒潮","対馬海流","リマン海流","日本海流","千島海流","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-358","小4前期","14","三陸海岸","三陸海岸は何県から何県にかけて続きますか。","青森県から宮城県","秋田県から山形県","千葉県から神奈川県","鳥取県から島根県","長崎県","佐賀県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-359","小4前期","14","三陸海岸","リアス海岸の入り江は波が穏やかなため何を設置しやすいですか。","いかだ","大型タンカー","海上空港","風力発電所","養殖ロープ","定置網","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-360","小4前期","14","三陸海岸","三陸海岸でかきやほたてを人工的に育てて収穫する漁業を何といいますか。","養殖漁業","沿岸漁業","沖合漁業","遠洋漁業","栽培漁業","巻き網漁業","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-361","小4前期","14","日本","砂浜海岸で風に運ばれた砂が積もってできる丘を何といいますか。","砂丘","潮目","大陸棚","陸繋島","三角州","砂州","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-362","小4前期","14","鳥取県","鳥取砂丘がある都道府県はどこですか。","鳥取県","京都府","兵庫県","北海道","千葉県","長野県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-363","小4前期","14","日本","海岸の砂が風で内陸へ飛ぶのを防ぐため植える林を何といいますか。","防砂林","防風林","防潮林","保安林","人工林","水源林","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-364","小4前期","14","千葉県","九十九里浜は千葉県のどちら側の海岸にありますか。","太平洋側","日本海側","瀬戸内海側","東シナ海側","南西","南東","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-365","小4前期","14","千葉県","九十九里浜で盛んな海水浴やサーフィンは海岸の何を利用していますか。","砂浜と波","海食崖と岩場","干潟と潮だまり","サンゴ礁とマングローブ","砂丘と防砂林","湾と岬","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-366","小4前期","14","日本","津波から集落を守るため海岸に築く高い壁を何といいますか。","防潮堤","防波堤","輪中堤","霞堤","スーパー堤防","堤防","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-367","小4前期","15","日本","周囲を山地に囲まれ中央部が低く平らな地形を何といいますか。","盆地","輪中","高原","三角州","山形盆地","松本盆地","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-368","小4前期","15","日本","盆地は一日の気温差が大きくなりやすいです。この差を何といいますか。","日較差","季節風","年較差","雨温図","秋雨前線","梅雨前線","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-369","小4前期","15","日本","盆地で夏の昼に気温が高くなりやすい主な理由は何ですか。","周囲の山地から暖められた風が吹き下ろすため","海風が一日中吹き込むため","標高が高く雪が残るため","冷たい海流が流れ込むため","暖かい空気が外へ逃げやすいため","山が日光を完全に遮るため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-370","小4前期","15","日本","盆地の斜面で果樹栽培が盛んな理由の1つは何ですか。","水はけがよいから","水が一年中たまるから","海水が流れ込むから","日光がほとんど当たらないから","斜面が常に凍っているから","強い潮風が吹くから","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-371","小4前期","15","日本","扇状地で果樹栽培が盛んな理由の1つは何ですか。","日当たりがよいから","一年中水没しているから","海風が強いから","土が常に凍っているから","日光が当たらないから","水がたまりやすいから","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-372","小4前期","15","山梨県","山梨県の甲府盆地で特に生産が盛んな、房に実る果物は何ですか。","ぶどう","りんご","なし","かき","もも","みかん","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-373","小4前期","15","山形県","山形盆地で生産が盛んな果物は何ですか。","さくらんぼ","ぶどう","みかん","パイナップル","りんご","もも","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-374","小4前期","15","長野県","長野盆地で生産が盛んな、赤く丸い代表的な果物は何ですか。","りんご","ぶどう","もも","みかん","さくらんぼ","かき","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-375","小4前期","15","日本","果樹の枝をせん定する主な目的は何ですか。","日当たりをよくするため","実を雨から守るため","花粉を人工的につけるため","収穫した実を大きさで分けるため","実の数を減らすため","害虫から実を守るため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-376","小4前期","15","日本","果物を出荷する時期をずらすため温室などで早く育てる栽培を何といいますか。","促成栽培","抑制栽培","露地栽培","水耕栽培","マルチ栽培","果樹栽培","意味確認済み","形式・重複・唯一正解確認済み","適合"
